Event ID,Title,Description,Event Type,Event DateTime,Duration (min),Location,Special?
898214,Cultivating Wisdom and Compassion through Meditation, Learn more and register on the Be involved App,Workshop,10/10/2024 2:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
895863,Trip Leader Prep Course, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/10/2024 4:00:00 PM,300,Adventure Trip 1,False
898160,De-Stress for Well-Being, An inclusive offering for those interested in exploring their sense of self and techniques for quieting the mind.  Learn more and register on the Be Involved App,Workshop,10/10/2024 5:00:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
902149,Assertiveness &amp; Healthy Communication, Learn more and register on the Be Involved App,Workshop,10/10/2024 5:30:00 PM,60,Success Center 4049,False
899370,Adult and Pediatric First Aid/CPR/AED,  Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/10/2024 6:00:00 PM,135,UREC Wet Classroom (Room 133),False
895013,Everyday Heroes, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/10/2024 6:00:00 PM,60,UREC Meeting Room (Room 124),False
882299,Football Game Live Stream,,Social,10/10/2024 6:00:00 PM,330,"The Union, TDU Stage",False
902011,Understanding Well-Being,  What does it mean to measure well-being? What should we take into account? Join us to explore ways to improve your overall well-being and thrive in the life you want to live.  Learn more and register on the Be Involved App ,Workshop,10/10/2024 6:00:00 PM,60,"Student Success Center, 3240",False
895590,Try A Kayak, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/10/2024 9:00:00 PM,120,UREC Pool (Lane 1),False
895838,Raft and Hike New River Gorge National Park, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/6/2024 8:00:00 AM,930,Adventure Trip 3,False
896547,Women&#39;s Club Basketball Tournament ,,Competition,10/6/2024 9:00:00 AM,420,UREC Sports Forum 2 Court B,False
896546,Women&#39;s Club Basketball Tournament ,,Competition,10/6/2024 9:00:00 AM,420,UREC Multi-Activity Center 2,False
894997,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/6/2024 11:00:00 AM,150,UREC Multi-Activity Pool,False
894996,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/6/2024 11:00:00 AM,150,UREC Pool (Lane 1),False
894995,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/6/2024 11:00:00 AM,150,UREC Pool (Lane 3),False
887779,Walkin in Their Boots 5K  Walk(DACC),,Run / Walk,10/6/2024 11:00:00 AM,300,Festival 5K Route,False
905621,Entrepreneurship Minor Study Abroad Information Session,,Information Session,10/6/2024 12:00:00 PM,60,Hartman Hall 1053,False
905331,Upcycle Terrarium Workshop ($25),"Join us in a pursuit of beauty, sustainability, and fun with our Upcycle Terrarium Workshop! In this hands-on session, you'll learn how to transform everyday recycled materials into charming, eco-friendly terrariums. Guided by our experienced instructor, you'll be walked through the process of repurposing glass jars, old containers, and other upcycled items into beautiful, self-sustaining mini gardens.  What You'll Learn: Design Fundamentals: Discover the principles of terrarium design, including plant selection, layering, and composition. Upcycling Techniques: Learn how to clean, prepare, and adapt recycled containers for use in your terrarium. Plant Care: Get tips on selecting hardy, low-maintenance plants that thrive in terrarium environments. Materials Provided: Assorted recycled containers A variety of small plants (3) 2” plants are included in the workshop. Soil, stones, and other essential terrarium components Decorative elements for customization What to Bring: Feel free to bring any unique or sentimental recycled containers you'd like to upcycle, or simply come with a creative spirit!",Workshop,10/6/2024 1:00:00 PM,60,Edith J. Carrier Arboretum Pavillion,False
889465,Field Hockey vs Richmond,,Competition - Athletic,10/6/2024 2:00:00 PM,120,Turf,False
905530,Richmond Field Hockey,,Competition - Athletic,10/6/2024 4:00:00 PM,120,Visiting Team Locker Room #1,False
891626,Healthy Relationships, Learn more and sign up on BeInvolved! ,Wellness - UREC,10/6/2024 5:00:00 PM,60,Success Center 1075,False
901412,Basic Meditation Techniques,Learn more and register on the Be Involved Ap,Workshop,10/6/2024 6:00:00 PM,60,"The Union, Taylor 309",False
898988,Breakfast Blasters, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/6/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
904715,Donuts and Coffee,,Fundraising / Philanthropy,10/7/2024 10:00:00 AM,120,Warner Commons 6,False
902968,Anxiety Toolbox 3, Learn more and register on Be Involved,Workshop,10/7/2024 11:00:00 AM,60,Success Center 4049,False
904336,ASC Workshop,,Workshop,10/7/2024 11:00:00 AM,60,Zane Showker Hall 2103,False
903718,Psychology Service Organization Bake Sale,,Fundraising / Philanthropy,10/7/2024 11:00:00 AM,180,Warner Commons 4,False
905394,Stress &amp; Anxiety Management, Learn more and register on Be Involved,Workshop,10/7/2024 12:00:00 PM,60,Success Center 1075,False
905395,Living with ADHD, Learn more and register on Be Involved,Workshop,10/7/2024 2:00:00 PM,60,Success Center 4049,False
897667,Sewing 101,,Workshop,10/7/2024 2:00:00 PM,90,Rose Library Makery (1st Floor),False
897882,Philanthropy Week Spikeball,,Fundraising / Philanthropy,10/7/2024 4:00:00 PM,240,Hillside Field,False
901489,The Joy of the Breath, Learn more and register on the Be Involved App.,Wellness,10/7/2024 4:00:00 PM,90,UREC Mind / Body Studio 2 (Room 390),False
897857,Semester in Antwerp Info Session,,Information Session,10/7/2024 5:00:00 PM,45,Hartman Hall 1013 - Conference Room,False
893385,Sex Jeopardy,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/7/2024 6:00:00 PM,60,UREC Club Room (Room 220),False
903506,Drag Show,,Special Event,10/7/2024 6:30:00 PM,120,Wilson Hall Auditorium,False
903677,Alpha Phi Mr. Hearthrob,,Fundraising / Philanthropy,10/7/2024 7:00:00 PM,120,Memorial Hall 4110 (Auditorium),False
899319,Blue Zone Meals,Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/8/2024 8:00:00 AM,60,UREC Wellness Instruction (Room 129),False
904537,Pie a FIJI,,Fundraising / Philanthropy,10/8/2024 11:00:00 AM,120,Warner Commons 4,False
888271,LLI Noontime Knowledge,,Seminar,10/8/2024 12:00:00 PM,75,Ice House 117,False
905183,Okanagan Charter Signing,"JMU will adopt the Okanagan Charter as a part of its commitment to being a health-promoting campus. Join us for this special event, featuring President King's official signing to adopt the charter. Attendees will also have the opportunity to sign the JMU Spirit Rock. Refreshments will be provided.    Please RSVP by October 1st    If inclement weather occurs, the event will be relocated to the lower drum in Festival.",Special Event,10/8/2024 2:00:00 PM,60,Festival Lawn,False
898471,Student Research Seminar,,Seminar,10/8/2024 2:20:00 PM,55,Roop Hall 0213,False
902969,Cope 60, Learn more and register on Be Involved,Workshop,10/8/2024 3:00:00 PM,60,Success Center 4049,False
901872,Mountain Biking at Rocktown Trails, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/8/2024 3:00:00 PM,240,Adventure Trip 1,False
897289, IT Advising Event,,Special Event,10/8/2024 4:00:00 PM,90,King Hall 0259,False
903717,German Day Celebration,,Film,10/8/2024 5:00:00 PM,180,Burruss Hall 0031,False
905461,Speaker Event - IA club,,Speaker,10/8/2024 5:15:00 PM,75,EnGeo 1209,False
904458,Fitness Center Orientation - Group,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/8/2024 5:30:00 PM,60,UREC Fitness Center (Room 270),False
897858,Semester in Antwerp Info Session,,Information Session,10/8/2024 5:30:00 PM,45,Hartman Hall 1013 - Conference Room,False
899677,What Your Filter Can&#39;t Hide,,Workshop,10/8/2024 5:30:00 PM,60,HBS G040,False
904837,Ethical Reasoning in Sports,,Workshop,10/8/2024 6:00:00 PM,60,"The Union, Taylor 203",False
895536,Learn to Belay and Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/8/2024 6:00:00 PM,120,UREC Adventure Instruction (Room 135),False
893878,Sweet Dreams are Made of These,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/8/2024 6:00:00 PM,60,UREC Meeting Room (Room 124),False
898140,Voter Education Panel,,Special Event,10/8/2024 6:00:00 PM,150,Success Center 1075,False
902148,Why do we procrastinate?, Learn more and register on the Be Involved App,Workshop,10/8/2024 6:00:00 PM,60,Success Center 4049,False
894540,Blue Zone Meals,"  Learn more and sign up on urecregister.jmu.edu!  Learn how to make unique dishes from around the world. Designed to help people live long lives, the Blue Zone dietary pattern mimics the diets found in the geographic areas with lower rates of chronic diseases and longer life expectancy. Come learn recipes utilizing these nourishing ingredients and the healthful ways you can incorporate this pattern into your nutrition. Spots are limited. Registration required. ",Wellness - UREC,10/8/2024 6:30:00 PM,60,UREC Wellness Instruction (Room 129),False
897044,SGA Dukes Debate,,Outreach,10/8/2024 8:00:00 PM,120,The Union Ballroom,False
895607,Techno Tuesday Open Climb, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/8/2024 8:00:00 PM,120,UREC Adventure Center (Room 134),False
888069,Farmers Market ,"Look for us on the Madison Union Patio from 9am-4pm every Wednesday through the end of October!  Students have the option to use cash, credit, dining dollars, and flex. (Dining Dollars can only be used for food items) ",Special Event,10/9/2024 8:00:00 AM,540,The Union Patio 1,False
906183,Japan Art &amp; Architecture Pop-Up,,Art Exhibit,10/9/2024 11:00:00 AM,180,Studio Center 200 - Grey Floor Gallery ,False
902361,"Speaker: Dr. Chibamba Kanyama, Zambia @ 60 Years","Join the JMU Department of Political Science; the African, African American, and Diaspora Studies Center; and university partners as they host a Guest Talk and Q&A session featuring Zambia’s Ambassador to the USA!   Register Here     This is a Wellness Passport Event submitted by the Center for Global Engagement.  ",Speaker,10/9/2024 11:00:00 AM,90,Wilson Hall Auditorium,False
904714,ASC Workshop - CIS,,Workshop,10/9/2024 12:00:00 PM,60,Zane Showker Hall 2103,False
901042,Body Empowerment Blueprint Part 3, Learn more and register on the Be Involved App.,Workshop,10/9/2024 12:00:00 PM,60,Success Center 4049,False
903958,Study Abroad Advising,,Workshop,10/9/2024 12:00:00 PM,120,Success Center 1075,False
902811,Time Management Workshop,,Special Event,10/9/2024 12:00:00 PM,60,Hartman Hall 2021,False
902970,Anxiety Toolbox 1, Learn more and register on Be Involved,Workshop,10/9/2024 2:00:00 PM,60,Success Center 4049,False
897687,Vinyl Cutting for Beginners,,Workshop,10/9/2024 2:00:00 PM,60,Rose Library Makery (1st Floor),False
904436,All About Succulents!,"Dive into the fascinating world of succulents! Join professional succulent grower, Helen, owner of Helen's House, for an in-depth discussion all about succulents! What You'll Learn:Plant Selection: How to select and maintain succulents that fit your lifestyle.  Pest Management: Common succulent pests and fungal issues. Maintenance Tips: for various growing condition Fun projects using succulents, and so much more!  What to Bring: Bring your enthusiasm and a notepad!",Speaker,10/9/2024 3:00:00 PM,60,Edith J. Carrier Arboretum Frances Plecker Education Center,False
882946,Tea Time,,Social,10/9/2024 3:00:00 PM,120,The Union 3rd Floor Lounge,False
904835,Leasing 101,,Workshop,10/9/2024 4:00:00 PM,60,"The Union, Taylor 306",False
902159,UPB Music Bingo ,,Special Event,10/9/2024 4:00:00 PM,120,"The Union, TDU Stage",False
903768,Halftime on the Quad,"We all need a bit of a break. On Wednesday, you are invited to take a moment to unwind with fellow faculty, staff and students during Halftime on the Quad. All members of the JMU community are welcome to enjoy food, good company and a special performance from our Marching Royal Dukes.",Special Event,10/9/2024 5:00:00 PM,90,Quad,False
901676,aKDPhi - Ask A Nurse,,Fundraising / Philanthropy,10/9/2024 6:00:00 PM,120,Festival Conference Room 7,False
894966,Learn to Log Roll, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/9/2024 6:00:00 PM,60,UREC Multi-Activity Pool,False
902229,What is Zionism?,,Workshop,10/9/2024 6:00:00 PM,90,Festival Conference Room 4,False
902058,Coming Out Monologues,,Social,10/9/2024 6:30:00 PM,90,"The Union, Warren 256",False
898973,Meals Under $15,Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/9/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
902323,Zeta Tau Alpha Illumination Ceremony,,Fundraising / Philanthropy,10/9/2024 6:30:00 PM,120,Festival Lawn,False
899678,What even is the University Career Center? ,,Workshop,10/9/2024 6:35:00 PM,55,HBS G040,False
894551,Eating Healthy on a Campus Meal Plan, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/9/2024 7:00:00 PM,60,UREC Wellness Instruction (Room 129),False
893150,Party Smart,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/9/2024 7:00:00 PM,60,"The Union, Taylor 306",False
906180,Women&#39;s Soccer vs Georgia State,,Competition - Athletic,10/9/2024 7:00:00 PM,120,Sentara Park Competition Field,False
897006,Wednesday Trivia,,Special Event,10/9/2024 8:00:00 PM,120,"The Union, TDU Stage",False
894049,Fall Sales Competition,,Competition,10/11/2024 7:45:00 AM,810,Hartman Hall 2021,False
899495,Internship Info Session,,Information Session,10/11/2024 9:00:00 AM,150,EnGeo 1202,False
905401,Building Connections, Learn more and register on Be Involved,Workshop,10/11/2024 10:00:00 AM,60,Success Center 4049,False
895361,Chills &amp; Thrills Happy Hour,,Social,10/11/2024 11:00:00 AM,120,Success Center 2200,False
892530,National Coming Out Day Tabling,,Information Table,10/11/2024 11:00:00 AM,120,Warner Commons 1,False
899421,Satisfy Your Sweet Tooth, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/11/2024 12:00:00 PM,60,UREC Demo Kitchen (Room 129a),False
902010,The Healing Power of Gratitude,   Join us for this workshop that reviews how practicing gratitude can positively impact our emotional well-being and how to start practicing gratitude in your day-to-day life.  Learn more and register on the Be Involved App ,Workshop,10/11/2024 12:30:00 PM,60,"Student Success Center, 3240",False
905190,UCC Headshots," The UCC Media Team will take a few professional headshots (photos) that can be used anywhere you need a good profile photo (i.e. Linkedin profile, Handshake profile, website, online portfolio, etc.). We will use a high quality camera to take several photos plus we will edit them nicely so that they are readily usable.  Please contact Rose Guo at guozx@jmu.edu if you have any additional questions.",Photo,10/11/2024 12:30:00 PM,60,Wilson Steps,False
902791,Anxiety Toolbox 3,  Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops but you can come to one or all in any order. Part 3 introduces alternative ways to respond to your anxiety and provides resources to create a personalized action plan for managing anxiety.   Learn more and register on the Be Involved App ,Workshop,10/11/2024 2:30:00 PM,60,"Student Success Center, 3105 (The Counseling Center)",False
889466,Field Hockey vs Kent State,,Competition - Athletic,10/11/2024 3:00:00 PM,120,Turf,False
903887,Mending Hour at The Makery,,Workshop,10/11/2024 3:00:00 PM,60,Rose Library Makery (1st Floor),False
902012,Understanding Well-Being,  What does it mean to measure well-being? What should we take into account? Join us to explore ways to improve your overall well-being and thrive in the life you want to live.  Learn more and register on the Be Involved App ,Wellness - UREC,10/11/2024 3:00:00 PM,60,"Student Success Center, 3240",False
905300,Empowerment 3,,Outreach,10/11/2024 5:00:00 PM,120,Godwin Combatives Room (0136),False
902150,Assertiveness &amp; Healthy Communication, Learn more and register on the Be Involved App,Workshop,10/11/2024 5:30:00 PM,60,Success Center 4049,False
902008,Why do we procrastinate?,  Having trouble getting things done? Or are you feeling overwhelmed by your schedule? Join us to better understand why we procrastinate and how to build healthy habits to get things done!   Learn more and register on the Be Involved App. ,Workshop,10/11/2024 6:00:00 PM,60,"Student Success Center, 3240",False
904908,Heavy Music Club Karaoke,,Performance,10/11/2024 6:45:00 PM,120,"The Union, TDU Stage",False
894050,Fall Sales Competition,,Competition,10/12/2024 7:45:00 AM,810,Hartman Hall 2021,False
901046,LSA La Pulga,,Fair,10/12/2024 10:00:00 AM,360,Festival Patio / Stage,False
901050,LSA La Pulga,,Social,10/12/2024 10:00:00 AM,360,Festival Lawn,False
904734,LSA La Pulga: Rain Location,,Special Event,10/12/2024 10:00:00 AM,360,The Union Ballroom,False
896172,Men&#39;s Club Basketball Tournament ,,Competition,10/12/2024 10:00:00 AM,300,UREC Sports Forum 1 Court B,False
903933,16th Annual Harvest Festival,"  Join us at the Edith J. Carrier Arboretum for an exciting day of fall fun!    Students are invited to the 16th Annual Harvest Festival at the Edith J. Carrier Arboretum from 11 a.m. to 2 p.m. Feel free to visit every booth and participate in our Harvest Festival Bingo Game where you are challenged to learn from various environmental groups about issues regarding conservation and ecology.    To receive an official passport stamp, you must get bingo and visit all of the following educational booths: Bat Conservation & Rescue of Virginia, Virginia Master Gardeners, Citizen Science, Tree Campus, Shenandoah Valley Soil & Water Conservation District, and the Underground Classroom.     No registration required.   FREE FOR THE WHOLE FAMILY  Mark your calendars for an exciting weekend of fun! We hope to see you here at the Arboretum for our 16th Annual Harvest Fest, Saturday, October 12th from 11am-2pm.Join us and enjoy...GAMES & CRAFTS NATURE ACTIVITIES & LEARNING CITIZEN SCIENCE OPPORTUNITIES  ",Special Event,10/12/2024 11:00:00 AM,180,Edith J. Carrier Arboretum,False
902151,The Healing Power of Gratitude, Learn more and register on the Be Involved App,Workshop,10/12/2024 2:30:00 PM,60,Success Center 4049,False
902354,Assertiveness &amp; Healthy Communication, Learn more and register on the Be Involved App,Workshop,10/12/2024 5:30:00 PM,60,Miller Hall 1107,False
889152,Men&#39;s Soccer vs Coastal Carolina,,Competition - Athletic,10/12/2024 7:00:00 PM,120,Sentara Park Competition Field,False
687,Fall Break,,,10/16/2024 12:00:00 AM,60,,True
895865,Trip Leader Prep Course, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/16/2024 8:00:00 AM,540,UREC Club Room (Room 220),False
895864,Trip Leader Prep Course, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/16/2024 8:00:00 AM,930,Adventure Trip 2,False
688,Fall Break,,,10/17/2024 12:00:00 AM,60,,True
895866,Trip Leader Prep Course, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/17/2024 8:00:00 AM,930,Adventure Trip 2,False
906493,National Society for Minorities in Honors Conference,,Conference,10/17/2024 5:30:00 PM,180,Festival Highlands Room,False
906181,Women&#39;s Soccer vs App State,,Competition - Athletic,10/17/2024 7:00:00 PM,120,Sentara Park Competition Field,False
906386,ICGC: Informational,,Information Session,10/17/2024 8:00:00 PM,120,Festival Conference Room 5,False
689,Fall Break,,,10/18/2024 12:00:00 AM,60,,True
906494,National Society for Minorities in Honors Conference,,Conference,10/18/2024 8:00:00 AM,660,Festival Highlands Room,False
895867,Trip Leader Prep Course, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,10/18/2024 8:00:00 AM,930,Adventure Trip 2,False
896982,Virginia Soft Matter Workshop,,Conference,10/18/2024 8:00:00 AM,480,Festival Ballroom A,False
889467,Field Hockey vs Bellarmine,,Competition - Athletic,10/18/2024 5:00:00 PM,120,Turf,False
890190,JMU Volleyball vs Coastal Carolina,,Competition - Athletic,10/18/2024 6:00:00 PM,150,Track &amp; VB Courts,False
690,Fall Break,,,10/19/2024 12:00:00 AM,60,,True
906495,National Society for Minorities in Honors Conference,,Conference,10/19/2024 8:00:00 AM,330,Festival Highlands Room,False
902882,Women&#39;s Basketball vs. Penn State (Closed Scrimmage),,Competition - Athletic,10/19/2024 12:00:00 PM,135,Atlantic Union Bank Center Event Floor,False
890191,JMU Volleyball vs Coastal Carolina,,Competition - Athletic,10/19/2024 1:00:00 PM,150,Track &amp; VB Courts,False
904438,Songtuary,"Monthly, usually Third or Fourth Saturday  'The voice is the muscle of the soul.'  We harmonize contemplation and play, giving voice to easily learned songs and chants. No prior experience needed. www.songtuary.org/events",Performance,10/19/2024 1:30:00 PM,120,Edith J. Carrier Arboretum Pavillion,False
889153,Men&#39;s Soccer vs Kentucky,,Competition - Athletic,10/19/2024 7:00:00 PM,120,Sentara Park Competition Field,False
897112,Softball Fall Ball Game vs. Frostburg St. ,,Competition - Athletic,10/13/2024 9:00:00 AM,480,Veteran Memorial Softball Stadium,False
894998,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/13/2024 11:00:00 AM,150,UREC Multi-Activity Pool,False
894999,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/13/2024 11:00:00 AM,150,UREC Pool (Lane 1),False
895000,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/13/2024 11:00:00 AM,150,UREC Pool (Lane 3),False
901900,Friends and Family Day ,,Social,10/13/2024 1:00:00 PM,120,"The Union, TDU Stage",False
897674,Intro to 3D Modeling with Tinkercad,,Workshop,10/13/2024 2:00:00 PM,60,Rose Library Makery (1st Floor),False
899683,Special Olympics Field Day,,Special Event,10/13/2024 2:00:00 PM,120,Hillside Field,False
902137,The Healing Power of Gratitude, Learn more and register on the Be Involved App.,Workshop,10/13/2024 2:30:00 PM,60,Success Center 4049,False
893105,More than Measures,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/13/2024 5:00:00 PM,60,Success Center 1075,False
901413,Basic Meditation Techniques, Learn more and register on the Be Involved App,Workshop,10/13/2024 6:00:00 PM,60,"The Union, Taylor 309",False
896218,One Pot Meals, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/13/2024 6:30:00 PM,60,UREC Wellness Instruction (Room 129),False
905468,ABET Visit/Lunch,,Meal,10/14/2024 8:00:00 AM,540,Zane Showker Hall 6001 - Large Conf Rm,False
905894,Butterflies for Ben Fundraiser,,Fundraising / Philanthropy,10/14/2024 10:00:00 AM,390,Warner Commons 4,False
902972,Cope 60, Learn more and register on Be Involved,Workshop,10/14/2024 11:00:00 AM,60,Success Center 4049,False
905284,Building Connections,  Looking to meet new people and build lasting relationships? Join us to learn more about ways to build successful and healthy connections during your time at JMU. Please register through the Be Involved App.  Learn more and register on the Be Involved App. ,Workshop,10/14/2024 12:00:00 PM,90,"Student Success Center, 3240",False
905432,Indigenous Peoples event,,Special Event,10/14/2024 12:00:00 PM,120,Success Center 1075,False
905398,Compassion Fatigue and Vicarious Trauma, learn more and register on Be Involved,Workshop,10/14/2024 2:00:00 PM,60,Success Center 4049,False
887565,Fall Symposium for FYRE,,Exhibit,10/14/2024 3:00:00 PM,120,Festival Ballroom A,False
900353,"Closure to Courage, Part 3", Learn more and register on the Be Involved App.,Workshop,10/14/2024 4:00:00 PM,60,Success Center 4049,False
898178,Intuitive Eating, Learn more and register on the Be Involved App,Workshop,10/14/2024 4:00:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
904507,Roots &amp; Reflections,,Speaker,10/14/2024 4:00:00 PM,60,"The Union, Taylor 405",False
905613,Study Abroad Info Session,,Information Session,10/14/2024 5:00:00 PM,120,HBS G045,False
893871,AOD Jeopardy,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/14/2024 6:00:00 PM,60,UREC Club Room (Room 220),False
898977,Practical Meal Prep, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/14/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
903984,Beneficial Insects | Master Gardeners&#39; Talk Series,"  Tuesday, October 15th | 11:30 am | FREE TALK and/or $15/insect house kit  STOP! Before you squish that bug, join us to find out how different insects are helpful to our gardens and flower beds. You will learn from the Virginia Master Gardeners why it is important to encourage insects to visit your garden and how to attract them by knowing what they eat, where they sleep, and how to identify them in their various life stages. Following this free talk is a demonstration on building insect houses. For $15 you can get a kit to construct your own insect house!",Workshop,10/15/2024 11:30:00 AM,60,Edith J. Carrier Arboretum Frances Plecker Education Center,False
902973,Anxiety Toolbox 1, Learn more and register on Be Involved,Workshop,10/15/2024 1:30:00 PM,60,Success Center 4049,False
897643,Intro to Audio Editing with Audacity,,Workshop,10/15/2024 2:00:00 PM,60,"Virtual Events, Virtual Event",False
898472,Student Research Seminar,,Seminar,10/15/2024 2:20:00 PM,55,Roop Hall 0213,False
905809,Elev8 Ethics - Steven Johnson,Steven Johnson will discuss the importance of conservation and environmental stewardship by using photography to advocate for the protection of the natural world.,Special Event,10/15/2024 2:30:00 PM,120,The Union Ballroom,False
905296,Semester in Antwerp Info Session,,Information Session,10/15/2024 4:30:00 PM,45,Hartman Hall 1013 - Conference Room,False
904459,Fitness Center Orientation - Group,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/15/2024 5:30:00 PM,60,UREC Fitness Center (Room 270),False
894546,Viral TikTok Recipes, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/15/2024 6:30:00 PM,60,UREC Wellness Instruction (Room 129),False
897498,JMU CHAARG Presentation,,Information Session,10/15/2024 7:00:00 PM,60,The Union Ballroom,False
691,Fall Break,,,10/20/2024 12:00:00 AM,60,,True
895001,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/20/2024 11:00:00 AM,150,UREC Pool (Lane 3),False
895002,UREC Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/20/2024 11:00:00 AM,150,UREC Pool (Lane 1),False
895017,CPR/AED for Professional Rescuers Class, Learn more and sign up on urecregister.jmu.edu! ,Instruction,10/20/2024 12:00:00 PM,270,UREC Wet Classroom (Room 133),False
895659,Field Hockey vs Wake Forest,,Competition - Athletic,10/20/2024 1:00:00 PM,120,Field Hockey / Track Complex (All),False
893881,Sweet Dreams are Made of These,  Learn more and sign up on BeInvolved!   ,Wellness - UREC,10/20/2024 5:00:00 PM,60,UREC Meeting Room (Room 124),False
901414,Basic Meditation Techniques, Learn more and register on the Be Involved App,Workshop,10/20/2024 6:00:00 PM,60,"The Union, Taylor 309",False
692,Home Football Game (Homecoming),,,10/26/2024 12:00:00 AM,60,,True
906318,Women&#39;s Club Soccer Game,,Competition,10/26/2024 9:00:00 AM,210,UPark Turf Field C,False
902814,Homecoming Tailgate,,Social,10/26/2024 12:00:00 PM,600,The Yard,False
882301,Homecoming Game:  JMU vs. Southern Miss | Football Game Live Stream,,Social,10/26/2024 3:30:00 PM,240,"The Union, TDU Stage",False
901680,Pins and Stickers with Jr. Panhellenic,,Fundraising / Philanthropy,10/21/2024 9:00:00 AM,300,Warner Commons 4,False
902974,Anxiety Toolbox 2, Learn more and register on Be Involved,Workshop,10/21/2024 9:30:00 AM,60,Success Center 4049,False
886417,Red Cross Blood Drive College of Education,,Blood Drive,10/21/2024 10:00:00 AM,360,Festival Highlands Room,False
905399,Dealing with Depression, Learn more and register on Be Involved,Workshop,10/21/2024 11:00:00 AM,60,Success Center 1075,False
905419,Relay for Life Dial For Donuts,,Fundraising / Philanthropy,10/21/2024 11:00:00 AM,240,Warner Commons 3,False
905433,Indigenous Peoples event,,Special Event,10/21/2024 1:00:00 PM,90,Success Center 1075,False
905400,Mindful Doodling, Learn more and register on Be Involved,Workshop,10/21/2024 1:30:00 PM,60,Success Center 4049,False
899746,CIA Info Session,,Information Session,10/21/2024 5:00:00 PM,120,Zane Showker Hall 1114,False
905297,Semester in Antwerp Info Session,,Information Session,10/21/2024 5:00:00 PM,45,Hartman Hall 1013 - Conference Room,False
891627,Healthy Relationships, Learn more and sign up  here! ,Wellness - UREC,10/21/2024 6:00:00 PM,60,Success Center 1075,False
904163,BSA - The Get Down (HOCO),,Special Event,10/21/2024 6:30:00 PM,60,"The Union, TDU Billiards",False
898981,Protein Packed Recipes, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,10/21/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
906555,Alpha Discussion,,Religious Activity,10/21/2024 7:30:00 PM,90,EnGeo 1204,False
906491,All Minds Rock!,,Outreach,10/22/2024 10:30:00 AM,180,Success Center 1075,False
905420,Relay For Life Bake Sale,,Fundraising / Philanthropy,10/22/2024 11:00:00 AM,240,Warner Commons 3,False
888272,LLI Noontime Knowledge,,Seminar,10/22/2024 12:00:00 PM,75,Ice House 117,False
904638,UPB Game Day / Tie Dye  Gear ,,Outreach,10/22/2024 1:00:00 PM,120,Hillside Field,False
